# LR rup_force class
4.314035236751421456e-09 5.324530015860257478e-10 1.000000000000000000e+00
1.083650438477889623e-09 1.549955443810412605e-10 3.000000000000000000e+00
4.166141023601668301e-09 5.100470336440791680e-10 1.000000000000000000e+00
3.921843696430683515e-09 4.748360465938585952e-10 1.000000000000000000e+00
1.034143399245525623e-09 1.700573505405982418e-10 2.000000000000000000e+00
9.110820773583546483e-10 1.551844647841565635e-10 2.000000000000000000e+00
8.572296657604330337e-10 1.485834158867582503e-10 2.000000000000000000e+00
3.882287386964451875e-09 4.693282522086784579e-10 1.000000000000000000e+00
3.746489173917991614e-09 4.507973993575426558e-10 1.000000000000000000e+00
9.369373317195647395e-10 1.394998812390768189e-10 3.000000000000000000e+00
1.110062348108275488e-09 1.575038818446607840e-10 3.000000000000000000e+00
3.971758870799025530e-09 4.818602249533998476e-10 1.000000000000000000e+00
1.184733805289841393e-09 1.876918752890907869e-10 2.000000000000000000e+00
3.670750465700776526e-09 4.407039835909524791e-10 1.000000000000000000e+00
1.054733060134366929e-09 1.725220594029449267e-10 2.000000000000000000e+00
1.286893848467835971e-09 1.757872115546935349e-10 3.000000000000000000e+00
4.068025359160820380e-09 4.956490589256580167e-10 1.000000000000000000e+00
9.860066115330613764e-10 1.642706659803220988e-10 2.000000000000000000e+00
4.103959614136863504e-09 5.008808292503362477e-10 1.000000000000000000e+00
1.112929569933673504e-09 1.792046861468602983e-10 2.000000000000000000e+00
3.286907782729431128e-09 3.919195092219714583e-10 1.000000000000000000e+00
1.189173985893936164e-09 1.882150996411981947e-10 2.000000000000000000e+00
4.303343017216123194e-09 5.308034139759215331e-10 1.000000000000000000e+00
6.069113861171332595e-10 1.167851288668013716e-10 2.000000000000000000e+00
4.202749013852608306e-09 5.155122704740109812e-10 1.000000000000000000e+00
1.134993790279208979e-09 1.818182494873682149e-10 2.000000000000000000e+00
3.872450682894568763e-09 4.679664924739949168e-10 1.000000000000000000e+00
4.250176185194080729e-09 5.226708114618234657e-10 1.000000000000000000e+00
4.160931418290460183e-09 5.092734806776202915e-10 1.000000000000000000e+00
4.032342163648389963e-09 4.904999449871904619e-10 1.000000000000000000e+00
4.244886624298182714e-09 5.218679810917914257e-10 1.000000000000000000e+00
4.187029765660109829e-09 5.131591777873675292e-10 1.000000000000000000e+00
3.941747261130176205e-09 4.776269048487776318e-10 1.000000000000000000e+00
3.921843696430683515e-09 4.748360465938585952e-10 1.000000000000000000e+00
4.037424339923651023e-09 4.912305382975012007e-10 1.000000000000000000e+00
1.292776672427971770e-09 1.763918810106675195e-10 3.000000000000000000e+00
9.061271264292680783e-10 1.362038052081032599e-10 3.000000000000000000e+00
4.207998771442083154e-09 5.163002807267685087e-10 1.000000000000000000e+00
4.155726855178426819e-09 5.085017099144751277e-10 1.000000000000000000e+00
1.304641837158643573e-09 1.776109260969598359e-10 3.000000000000000000e+00
4.282017279921177077e-09 5.275274503866025576e-10 1.000000000000000000e+00
1.083650438477889623e-09 1.549955443810412605e-10 3.000000000000000000e+00
9.128581762938708752e-10 1.554010635749254490e-10 2.000000000000000000e+00
9.313247451600805297e-10 1.576497715120697222e-10 2.000000000000000000e+00
3.897081753710067679e-09 4.713822272550625422e-10 1.000000000000000000e+00
1.094710732831425776e-09 1.772911879302917611e-10 2.000000000000000000e+00
3.976778997968952805e-09 4.825713257860396762e-10 1.000000000000000000e+00
3.877366412650616474e-09 4.686466196176138082e-10 1.000000000000000000e+00
1.224310371047769910e-09 1.693424654390079136e-10 3.000000000000000000e+00
3.877366412650616474e-09 4.686466196176138082e-10 1.000000000000000000e+00
7.579001174296017548e-10 1.200701178353695084e-10 3.000000000000000000e+00
4.335478116375686955e-09 5.357756331188924172e-10 1.000000000000000000e+00
3.727427333461828740e-09 4.482412899467117352e-10 1.000000000000000000e+00
4.192264505578623867e-09 5.139417246402020941e-10 1.000000000000000000e+00
4.073143485919408741e-09 4.963913530819985468e-10 1.000000000000000000e+00
3.689557922680786966e-09 4.431948323677985642e-10 1.000000000000000000e+00
4.292670347830521905e-09 5.291615797603061863e-10 1.000000000000000000e+00
4.088528568044991899e-09 4.986284076805889885e-10 1.000000000000000000e+00
3.270004300754295045e-09 3.898537918472552270e-10 1.000000000000000000e+00
1.048908004609262786e-09 1.718253371974539375e-10 2.000000000000000000e+00
8.485174055489513847e-10 1.475091328779646743e-10 2.000000000000000000e+00
3.312420133360309552e-09 3.950495377772122146e-10 1.000000000000000000e+00
4.298004235514730291e-09 5.299815307372739958e-10 1.000000000000000000e+00
1.083650438477889623e-09 1.549955443810412605e-10 3.000000000000000000e+00
7.559800750967187469e-10 1.359749615764568546e-10 2.000000000000000000e+00
3.541476438609355037e-09 4.238500034808022697e-10 1.000000000000000000e+00
3.996911368315606852e-09 4.854317538694055154e-10 1.000000000000000000e+00
1.097862203787308524e-09 1.774169939056454490e-10 2.000000000000000000e+00
3.921843696430683515e-09 4.748360465938585952e-10 1.000000000000000000e+00
9.609197607982598893e-10 1.420542508170014064e-10 3.000000000000000000e+00
4.176575340718175980e-09 5.115995081932762009e-10 1.000000000000000000e+00
3.818724419989628463e-09 4.605831968091822327e-10 1.000000000000000000e+00
1.046668581858295313e-09 1.511166515368035660e-10 3.000000000000000000e+00
3.926811761513467128e-09 4.755314304801039735e-10 1.000000000000000000e+00
3.809024433244602129e-09 4.592598398054944087e-10 1.000000000000000000e+00
4.032342163648389963e-09 4.904999449871904619e-10 1.000000000000000000e+00
1.347236553085384852e-09 1.819819697266046465e-10 3.000000000000000000e+00
1.134993790279208979e-09 1.818182494873682149e-10 2.000000000000000000e+00
8.739225889520479589e-10 1.506364739092889730e-10 2.000000000000000000e+00
1.246624073008219642e-09 1.716430015950275222e-10 3.000000000000000000e+00
8.917459694021890071e-10 1.528216602233414769e-10 2.000000000000000000e+00
1.027589414210305501e-09 1.692715235260487233e-10 2.000000000000000000e+00
1.013841236431283132e-09 1.676210538456235275e-10 2.000000000000000000e+00
3.981804314562925966e-09 4.832840242908276112e-10 1.000000000000000000e+00
6.298906942849277731e-10 1.198033118996459714e-10 2.000000000000000000e+00
4.176575340718175980e-09 5.115995081932762009e-10 1.000000000000000000e+00
9.331910454849955999e-10 1.578766123735056872e-10 2.000000000000000000e+00
7.302693535699508457e-10 1.327248130255854859e-10 2.000000000000000000e+00
1.229842205486190671e-09 1.699130986974871738e-10 3.000000000000000000e+00
3.847950781015380223e-09 4.645882838391368032e-10 1.000000000000000000e+00
4.171355666104468491e-09 5.108223743101355383e-10 1.000000000000000000e+00
4.303343017216123194e-09 5.308034139759215331e-10 1.000000000000000000e+00
4.027265138572783142e-09 4.897710030877089553e-10 1.000000000000000000e+00
4.176575340718175980e-09 5.115995081932762009e-10 1.000000000000000000e+00
4.042511663670038130e-09 4.919627880152506840e-10 1.000000000000000000e+00
1.102003423305830683e-09 1.779086829630320626e-10 2.000000000000000000e+00
4.223777992553869691e-09 5.186753289191726127e-10 1.000000000000000000e+00
3.872450682894568763e-09 4.679664924739949168e-10 1.000000000000000000e+00
4.093667148696972894e-09 4.993775004899038342e-10 1.000000000000000000e+00
1.102666405023245316e-09 1.779873032596390676e-10 2.000000000000000000e+00
3.941747261130176205e-09 4.776269048487776318e-10 1.000000000000000000e+00
4.250176185194080729e-09 5.226708114618234657e-10 1.000000000000000000e+00
7.999559554351655230e-10 1.414861895291214960e-10 2.000000000000000000e+00
8.360894525938355195e-10 1.459735634758739396e-10 2.000000000000000000e+00
9.880876404676449871e-10 1.645215517348699587e-10 2.000000000000000000e+00
3.926811761513467128e-09 4.755314304801039735e-10 1.000000000000000000e+00
4.244886624298182714e-09 5.218679810917914257e-10 1.000000000000000000e+00
1.046620762877657876e-09 1.715517066611068186e-10 2.000000000000000000e+00
3.981804314562925966e-09 4.832840242908276112e-10 1.000000000000000000e+00
3.823582318039841413e-09 4.612470531361463374e-10 1.000000000000000000e+00
4.218513266345803532e-09 5.178818042475925349e-10 1.000000000000000000e+00
4.411136044625478458e-09 5.476563965279677354e-10 1.000000000000000000e+00
1.129815139047466157e-09 1.595589048552984495e-10 3.000000000000000000e+00
3.527872545520788988e-09 4.221026604492793554e-10 1.000000000000000000e+00
1.100404689668440420e-09 1.777185933724100921e-10 2.000000000000000000e+00
3.862634966148091555e-09 4.666107368085054753e-10 1.000000000000000000e+00
1.098194857633872448e-09 1.777060040584111713e-10 2.000000000000000000e+00
9.085725547513220085e-10 1.548783122615745113e-10 2.000000000000000000e+00
4.083395094544570433e-09 4.978810222993204996e-10 1.000000000000000000e+00
4.103959614136863504e-09 5.008808292503362477e-10 1.000000000000000000e+00
4.001957409787951778e-09 4.861508911844139206e-10 1.000000000000000000e+00
4.088528568044991899e-09 4.986284076805889885e-10 1.000000000000000000e+00
1.019966854694694145e-09 1.483055896051235468e-10 3.000000000000000000e+00
1.240998864272409623e-09 1.710633457100188157e-10 3.000000000000000000e+00
1.129179591250679774e-09 1.811302107992865353e-10 2.000000000000000000e+00
4.160931418290460183e-09 5.092734806776202915e-10 1.000000000000000000e+00
8.183258710751567588e-10 1.437718740786468019e-10 2.000000000000000000e+00
8.972352368392075195e-10 1.534932595084254056e-10 2.000000000000000000e+00
4.083395094544570433e-09 4.978810222993204996e-10 1.000000000000000000e+00
1.275226701199292084e-09 1.745874642734021381e-10 3.000000000000000000e+00
1.040931952833024367e-09 1.708706422568432469e-10 2.000000000000000000e+00
4.047604131059098849e-09 4.926966991559633564e-10 1.000000000000000000e+00
3.991870503048725049e-09 4.847142335113491283e-10 1.000000000000000000e+00
3.877366412650616474e-09 4.686466196176138082e-10 1.000000000000000000e+00
1.100193553232201623e-09 1.776935505037214082e-10 2.000000000000000000e+00
1.157184093927803601e-09 1.844416082293289062e-10 2.000000000000000000e+00
4.022193268445950587e-09 4.890437076212706973e-10 1.000000000000000000e+00
4.276698112348325624e-09 5.267132599466476559e-10 1.000000000000000000e+00
4.346228669196980778e-09 5.374487760766210233e-10 1.000000000000000000e+00
4.145332875436407960e-09 5.069634931184400046e-10 1.000000000000000000e+00
1.257969218719843692e-09 1.728114848449002940e-10 3.000000000000000000e+00
1.000087316322189210e-09 1.659671577255211784e-10 2.000000000000000000e+00
8.971918727912053135e-10 1.534879577189963822e-10 2.000000000000000000e+00
1.170651981480645248e-09 1.637959047297507886e-10 3.000000000000000000e+00
4.001957409787951778e-09 4.861508911844139206e-10 1.000000000000000000e+00
8.986261609711846756e-10 1.353987395715977731e-10 3.000000000000000000e+00
4.384007503017351048e-09 5.433677266946343277e-10 1.000000000000000000e+00
4.176575340718175980e-09 5.115995081932762009e-10 1.000000000000000000e+00
4.171355666104468491e-09 5.108223743101355383e-10 1.000000000000000000e+00
4.134959123537620042e-09 5.054323397061016555e-10 1.000000000000000000e+00
1.124836108906897215e-09 1.590412621211920595e-10 3.000000000000000000e+00
5.678346560008942774e-10 1.115924660273521239e-10 2.000000000000000000e+00
4.986607170176852059e-10 1.021863784577041467e-10 2.000000000000000000e+00
9.137077415599982234e-10 1.370163577225453342e-10 3.000000000000000000e+00
4.129779845049191411e-09 5.046693982506415179e-10 1.000000000000000000e+00
4.098810832176200119e-09 5.001283059367096717e-10 1.000000000000000000e+00
3.941747261130176205e-09 4.776269048487776318e-10 1.000000000000000000e+00
4.282017279921177077e-09 5.275274503866025576e-10 1.000000000000000000e+00
4.042511663670038130e-09 4.919627880152506840e-10 1.000000000000000000e+00
1.269441974958184491e-09 1.739923412379625293e-10 3.000000000000000000e+00
1.213338739676321581e-09 1.682100754619539844e-10 3.000000000000000000e+00
1.138587131338549385e-09 1.822434927841100759e-10 2.000000000000000000e+00
8.367296574333403464e-10 1.460527464337699696e-10 2.000000000000000000e+00
1.175884778816881368e-09 1.643377872151503431e-10 3.000000000000000000e+00
7.424384032730492308e-10 1.342657952320722429e-10 2.000000000000000000e+00
3.986834817362542413e-09 4.839983252618897941e-10 1.000000000000000000e+00
3.977029949864762537e-10 8.783443611022205937e-11 2.000000000000000000e+00
4.155726855178426819e-09 5.085017099144751277e-10 1.000000000000000000e+00
4.229047697163346715e-09 5.194707031708249093e-10 1.000000000000000000e+00
4.346228669196980778e-09 5.374487760766210233e-10 1.000000000000000000e+00
1.119126829212629092e-09 1.799395973630509096e-10 2.000000000000000000e+00
1.084691192675604025e-09 1.760978054153190726e-10 2.000000000000000000e+00
1.207898565182125787e-09 1.676482777018114303e-10 3.000000000000000000e+00
1.150008007299913807e-09 1.616558609515939293e-10 3.000000000000000000e+00
4.192264505578623867e-09 5.139417246402020941e-10 1.000000000000000000e+00
4.460265789781437796e-09 5.555066686173144919e-10 1.000000000000000000e+00
1.020917288550641170e-09 1.684708843642546250e-10 2.000000000000000000e+00
1.112217686133744333e-09 1.791203514698865902e-10 2.000000000000000000e+00
1.457968582373539723e-09 1.933176381342552693e-10 3.000000000000000000e+00
9.292212899530382479e-10 1.573940239027742071e-10 2.000000000000000000e+00
3.986834817362542413e-09 4.839983252618897941e-10 1.000000000000000000e+00
8.876469680499000713e-10 1.523196931680676887e-10 2.000000000000000000e+00
3.981804314562925966e-09 4.832840242908276112e-10 1.000000000000000000e+00
1.122888507972141311e-09 1.803853711360636177e-10 2.000000000000000000e+00
9.435422157964197029e-10 1.591338451296445995e-10 2.000000000000000000e+00
1.011256971504289183e-09 1.473866133374961756e-10 3.000000000000000000e+00
1.207898565182125787e-09 1.676482777018114303e-10 3.000000000000000000e+00
4.155726855178426819e-09 5.085017099144751277e-10 1.000000000000000000e+00
4.124605637826896342e-09 5.039082064606593450e-10 1.000000000000000000e+00
4.192264505578623867e-09 5.139417246402020941e-10 1.000000000000000000e+00
3.799345537299485361e-09 4.579422621252362800e-10 1.000000000000000000e+00
4.213253524111591882e-09 5.170901234210616807e-10 1.000000000000000000e+00
8.473894399189644182e-10 1.473699472913719207e-10 2.000000000000000000e+00
9.436600811394960646e-10 1.591481455629660416e-10 2.000000000000000000e+00
4.181800042293389625e-09 5.123784408322888890e-10 1.000000000000000000e+00
1.006690628829015289e-09 1.667614899844264849e-10 2.000000000000000000e+00
3.902023682492701733e-09 4.720699263070105923e-10 1.000000000000000000e+00
1.411078930215126559e-09 1.885212503879743288e-10 3.000000000000000000e+00
9.823344493467829461e-10 1.638276155265939226e-10 2.000000000000000000e+00
3.741715773523733736e-09 4.501562951636536644e-10 1.000000000000000000e+00
4.047604131059098849e-09 4.926966991559633564e-10 1.000000000000000000e+00
8.333449273152137634e-10 1.456339917705374835e-10 2.000000000000000000e+00
4.187029765660109829e-09 5.131591777873675292e-10 1.000000000000000000e+00
3.911923234863736375e-09 4.734499125420701235e-10 1.000000000000000000e+00
1.098754629438295046e-09 1.775228657076235885e-10 2.000000000000000000e+00
7.495939551898750009e-10 1.351697225170315341e-10 2.000000000000000000e+00
1.032276103553362227e-09 1.698335736047779161e-10 2.000000000000000000e+00
8.416635591580346761e-10 1.466627784074968303e-10 2.000000000000000000e+00
3.804182348065547885e-09 4.586003306579865259e-10 1.000000000000000000e+00
4.134959123537620042e-09 5.054323397061016555e-10 1.000000000000000000e+00
1.175884778816881368e-09 1.643377872151503431e-10 3.000000000000000000e+00
1.218809278893911611e-09 1.687747978972124883e-10 3.000000000000000000e+00
1.398020064097017049e-09 1.871846122788439480e-10 3.000000000000000000e+00
1.235404972686739401e-09 1.704867184634038236e-10 3.000000000000000000e+00
1.286893848467835971e-09 1.757872115546935349e-10 3.000000000000000000e+00
1.103588362845958992e-09 1.780966258136711708e-10 2.000000000000000000e+00
7.350213514940878753e-10 1.333271812095190213e-10 2.000000000000000000e+00
3.770435525039025016e-09 4.540238698770812430e-10 1.000000000000000000e+00
1.229842205486190671e-09 1.699130986974871738e-10 3.000000000000000000e+00
1.129815139047466157e-09 1.595589048552984495e-10 3.000000000000000000e+00
3.127841402491816514e-09 3.729660415229740223e-10 1.000000000000000000e+00
7.911376934189536425e-10 1.403855680218220262e-10 2.000000000000000000e+00
1.119884412610192684e-09 1.585262223576903429e-10 3.000000000000000000e+00
5.974615712306028907e-10 1.155366229825629727e-10 2.000000000000000000e+00
1.137673321642941547e-09 1.821354922773601340e-10 2.000000000000000000e+00
5.219061318149986008e-10 1.053806492809765767e-10 2.000000000000000000e+00
7.746504083323318938e-10 1.383218185203877984e-10 2.000000000000000000e+00
4.427470187854289389e-09 5.502543278625543290e-10 1.000000000000000000e+00
4.351611199953551327e-09 5.382883262102496012e-10 1.000000000000000000e+00
1.041706801886322446e-09 1.709634101239548897e-10 2.000000000000000000e+00
4.271383863979237142e-09 5.259009776817009490e-10 1.000000000000000000e+00
4.119436506535588467e-09 5.031487589855966948e-10 1.000000000000000000e+00
1.213338739676321581e-09 1.682100754619539844e-10 3.000000000000000000e+00
3.852840254531151654e-09 4.652609499337260794e-10 1.000000000000000000e+00
9.649301776730467126e-10 1.617250877448805434e-10 2.000000000000000000e+00
1.186437789491409415e-09 1.654299309360602665e-10 3.000000000000000000e+00
3.372684327973345910e-09 4.025029337394507281e-10 1.000000000000000000e+00
4.319388661540705097e-09 5.332807181913333446e-10 1.000000000000000000e+00
4.223777992553869691e-09 5.186753289191726127e-10 1.000000000000000000e+00
1.119884412610192684e-09 1.585262223576903429e-10 3.000000000000000000e+00
7.632917875791925233e-10 1.368953062875092449e-10 2.000000000000000000e+00
1.444380980884403264e-09 1.919281605576834378e-10 3.000000000000000000e+00
1.152532034952178432e-09 1.838920689358945073e-10 2.000000000000000000e+00
1.188310356504525143e-09 1.881134501246364194e-10 2.000000000000000000e+00
1.125114498634984736e-09 1.806487924997714804e-10 2.000000000000000000e+00
8.952304886563259830e-10 1.532481119988269122e-10 2.000000000000000000e+00
7.058949863131865555e-10 1.296227893087127112e-10 2.000000000000000000e+00
5.677265789153748575e-10 1.115779946875152078e-10 2.000000000000000000e+00
1.235404972686739401e-09 1.704867184634038236e-10 3.000000000000000000e+00
1.175884778816881368e-09 1.643377872151503431e-10 3.000000000000000000e+00
3.986834817362542413e-09 4.839983252618897941e-10 1.000000000000000000e+00
4.298004235514730291e-09 5.299815307372739958e-10 1.000000000000000000e+00
3.809024433244602129e-09 4.592598398054944087e-10 1.000000000000000000e+00
1.051325719140488711e-09 1.721144977821525113e-10 2.000000000000000000e+00
3.416362506624550329e-09 4.079589046050697902e-10 1.000000000000000000e+00
7.765284243627362511e-10 1.385573815656206402e-10 2.000000000000000000e+00
8.874753456349534179e-10 1.522986741891803974e-10 2.000000000000000000e+00
1.158008862679200475e-09 1.845394447150195798e-10 2.000000000000000000e+00
1.183718804057295213e-09 1.875723687316977085e-10 2.000000000000000000e+00
4.134959123537620042e-09 5.054323397061016555e-10 1.000000000000000000e+00
1.191758364768048923e-09 1.659802307999336146e-10 3.000000000000000000e+00
3.946736186373440995e-09 4.783285193275474142e-10 1.000000000000000000e+00
3.838187608944555859e-09 4.632473845686157583e-10 1.000000000000000000e+00
1.263689546979488645e-09 1.734003554649946134e-10 3.000000000000000000e+00
4.022193268445950587e-09 4.890437076212706973e-10 1.000000000000000000e+00
1.126024925663034193e-09 1.807565157037777400e-10 2.000000000000000000e+00
4.114272455790628718e-09 5.023910504953307257e-10 1.000000000000000000e+00
4.218513266345803532e-09 5.178818042475925349e-10 1.000000000000000000e+00
8.052381978242906656e-10 1.421444015669573344e-10 2.000000000000000000e+00
4.062912356266494406e-09 4.949084515566013210e-10 1.000000000000000000e+00
7.643785356747603729e-10 1.370319373892922548e-10 2.000000000000000000e+00
4.197504256755592067e-09 5.147260869940844815e-10 1.000000000000000000e+00
3.882287386964451875e-09 4.693282522086784579e-10 1.000000000000000000e+00
4.218513266345803532e-09 5.178818042475925349e-10 1.000000000000000000e+00
4.134959123537620042e-09 5.054323397061016555e-10 1.000000000000000000e+00
4.103959614136863504e-09 5.008808292503362477e-10 1.000000000000000000e+00
4.032342163648389963e-09 4.904999449871904619e-10 1.000000000000000000e+00
9.698933192006078494e-10 1.623251051734853734e-10 2.000000000000000000e+00
9.905281021469198848e-10 1.648156785345412294e-10 2.000000000000000000e+00
4.017126556908123922e-09 4.883180536288312391e-10 1.000000000000000000e+00
1.018201974872750121e-09 1.681449316456014241e-10 2.000000000000000000e+00
1.417664040280645268e-09 1.891951126803256282e-10 3.000000000000000000e+00
1.103505006966754284e-09 1.780867421769196081e-10 2.000000000000000000e+00
3.736947665898405252e-09 4.495165781971288153e-10 1.000000000000000000e+00
1.191758364768048923e-09 1.659802307999336146e-10 3.000000000000000000e+00
8.621508814141758480e-10 1.491892726655813387e-10 2.000000000000000000e+00
4.145332875436407960e-09 5.069634931184400046e-10 1.000000000000000000e+00
4.181800042293389625e-09 5.123784408322888890e-10 1.000000000000000000e+00
1.298692600520385105e-09 1.769997781536365177e-10 3.000000000000000000e+00
3.703719200596154299e-09 4.450770673165983867e-10 1.000000000000000000e+00
3.600978804833768604e-09 4.315506781931319024e-10 1.000000000000000000e+00
8.259711489978130406e-10 1.447204291728484372e-10 2.000000000000000000e+00
1.207898565182125787e-09 1.676482777018114303e-10 3.000000000000000000e+00
3.633390259973196373e-09 4.357858211736580778e-10 1.000000000000000000e+00
1.104175334551861883e-09 1.781662216401655450e-10 2.000000000000000000e+00
1.083650438477889623e-09 1.549955443810412605e-10 3.000000000000000000e+00
1.090093263181686897e-09 1.767414585423612896e-10 2.000000000000000000e+00
3.926811761513467128e-09 4.755314304801039735e-10 1.000000000000000000e+00
1.119163279437616467e-09 1.799439128073544737e-10 2.000000000000000000e+00
4.114272455790628718e-09 5.023910504953307257e-10 1.000000000000000000e+00
3.956729657516826114e-09 4.797364608153455072e-10 1.000000000000000000e+00
4.197504256755592067e-09 5.147260869940844815e-10 1.000000000000000000e+00
1.083650438477889623e-09 1.549955443810412605e-10 3.000000000000000000e+00
6.738111615071559257e-10 1.255062499911726984e-10 2.000000000000000000e+00
4.187029765660109829e-09 5.131591777873675292e-10 1.000000000000000000e+00
1.056825722266933467e-09 1.727721815379342677e-10 2.000000000000000000e+00
1.026737238582363000e-09 1.691693232421489552e-10 2.000000000000000000e+00
1.142422545713303211e-09 1.826972034795976074e-10 2.000000000000000000e+00
9.961835842804574147e-10 1.654970720152081422e-10 2.000000000000000000e+00
4.276698112348325624e-09 5.267132599466476559e-10 1.000000000000000000e+00
3.882287386964451875e-09 4.693282522086784579e-10 1.000000000000000000e+00
3.770435525039025016e-09 4.540238698770812430e-10 1.000000000000000000e+00
8.771210776691074177e-10 1.510292062692771597e-10 2.000000000000000000e+00
1.150008007299913807e-09 1.616558609515939293e-10 3.000000000000000000e+00
4.150527339253077700e-09 5.077317158794709922e-10 1.000000000000000000e+00
4.223777992553869691e-09 5.186753289191726127e-10 1.000000000000000000e+00
4.202749013852608306e-09 5.155122704740109812e-10 1.000000000000000000e+00
1.213338739676321581e-09 1.682100754619539844e-10 3.000000000000000000e+00
1.186437789491409415e-09 1.654299309360602665e-10 3.000000000000000000e+00
4.384007503017351048e-09 5.433677266946343277e-10 1.000000000000000000e+00
4.292670347830521905e-09 5.291615797603061863e-10 1.000000000000000000e+00
1.113283553806199418e-09 1.792466193589393311e-10 2.000000000000000000e+00
7.998120025685789898e-10 1.414682443865770413e-10 2.000000000000000000e+00
6.525599756424114809e-10 1.227571066645422680e-10 2.000000000000000000e+00
1.117360763787069450e-09 1.797299969540259486e-10 2.000000000000000000e+00
3.541476438609355037e-09 4.238500034808022697e-10 1.000000000000000000e+00
3.698993472767725043e-09 4.444483052484653051e-10 1.000000000000000000e+00
3.638041706974530195e-09 4.363960069996068199e-10 1.000000000000000000e+00
1.202488568323777312e-09 1.670893843622338881e-10 3.000000000000000000e+00
1.117299255541894859e-09 1.797227135790329782e-10 2.000000000000000000e+00
1.110120808851572400e-09 1.788719069757376496e-10 2.000000000000000000e+00
4.037424339923651023e-09 4.912305382975012007e-10 1.000000000000000000e+00
4.098810832176200119e-09 5.001283059367096717e-10 1.000000000000000000e+00
4.124605637826896342e-09 5.039082064606593450e-10 1.000000000000000000e+00
8.405406019121759063e-10 1.465240197297866888e-10 2.000000000000000000e+00
7.950417143100952477e-10 1.241616440478101669e-10 3.000000000000000000e+00
1.137992581091975635e-09 1.821732256237106705e-10 2.000000000000000000e+00
1.105191645783278801e-09 1.569965465122571178e-10 3.000000000000000000e+00
3.546021685807810196e-09 4.244349013358521375e-10 1.000000000000000000e+00
1.218809278893911611e-09 1.687747978972124883e-10 3.000000000000000000e+00
9.855486800571448281e-10 1.642154487407908632e-10 2.000000000000000000e+00
1.060944239461470603e-09 1.732642680498550928e-10 2.000000000000000000e+00
3.836834098231135305e-10 8.576833551221525103e-11 2.000000000000000000e+00
3.971758870799025530e-09 4.818602249533998476e-10 1.000000000000000000e+00
4.384007503017351048e-09 5.433677266946343277e-10 1.000000000000000000e+00
3.902023682492701733e-09 4.720699263070105923e-10 1.000000000000000000e+00
9.537848839163056488e-10 1.603757617918110628e-10 2.000000000000000000e+00
9.968311253796075622e-10 1.655750380253220957e-10 2.000000000000000000e+00
1.181146654680403766e-09 1.648824562068917260e-10 3.000000000000000000e+00
9.107171783476798276e-10 1.551399565596016113e-10 2.000000000000000000e+00
4.068025359160820380e-09 4.956490589256580167e-10 1.000000000000000000e+00
8.362101621587061068e-10 1.459884940891533983e-10 2.000000000000000000e+00
4.324746954197829361e-09 5.341103915262468812e-10 1.000000000000000000e+00
1.093433282113043368e-09 1.771391277851259119e-10 2.000000000000000000e+00
4.012065007584797720e-09 4.875940361700037072e-10 1.000000000000000000e+00
4.062912356266494406e-09 4.949084515566013210e-10 1.000000000000000000e+00
8.860882247573415426e-10 1.521287665132354757e-10 2.000000000000000000e+00
4.140143468588351025e-09 5.061970361981291330e-10 1.000000000000000000e+00
6.912916848067460600e-10 1.277539930128962073e-10 2.000000000000000000e+00
9.602705081379583639e-10 1.611612014751433014e-10 2.000000000000000000e+00
9.867241491241976697e-10 1.643571793998625154e-10 2.000000000000000000e+00
1.054455624609083280e-09 1.724888948900275321e-10 2.000000000000000000e+00
4.017126556908123922e-09 4.883180536288312391e-10 1.000000000000000000e+00
4.197504256755592067e-09 5.147260869940844815e-10 1.000000000000000000e+00
3.703719200596154299e-09 4.450770673165983867e-10 1.000000000000000000e+00
1.191758364768048923e-09 1.659802307999336146e-10 3.000000000000000000e+00
4.207998771442083154e-09 5.163002807267685087e-10 1.000000000000000000e+00
1.131824796477915002e-09 1.814435570492276903e-10 2.000000000000000000e+00
1.110120808851572400e-09 1.788719069757376496e-10 2.000000000000000000e+00
1.055763803694952159e-09 1.520721133486324813e-10 3.000000000000000000e+00
4.271383863979237142e-09 5.259009776817009490e-10 1.000000000000000000e+00
1.202488568323777312e-09 1.670893843622338881e-10 3.000000000000000000e+00
3.961734197456648562e-09 4.804427972175530276e-10 1.000000000000000000e+00
3.619467775907796215e-09 4.339630411079323980e-10 1.000000000000000000e+00
1.139855880599723399e-09 1.606020700242105289e-10 3.000000000000000000e+00
1.032353097554337755e-09 1.698428015780417347e-10 2.000000000000000000e+00
4.078266732443238756e-09 4.971353391564413406e-10 1.000000000000000000e+00
1.026976543886154899e-09 1.691980238934283678e-10 2.000000000000000000e+00
3.694273046531362903e-09 4.438208948908000406e-10 1.000000000000000000e+00
3.862634966148091555e-09 4.666107368085054753e-10 1.000000000000000000e+00
4.356998557684894289e-09 5.391298705061641401e-10 1.000000000000000000e+00
1.010686271421554842e-09 1.672419724081911014e-10 2.000000000000000000e+00
3.976778997968952805e-09 4.825713257860396762e-10 1.000000000000000000e+00
1.074253492362590498e-09 1.540114337042833257e-10 3.000000000000000000e+00
1.120356511654686731e-09 1.800851746797331751e-10 2.000000000000000000e+00
1.093150464778295534e-09 1.559894603212091155e-10 3.000000000000000000e+00
3.666061864358218262e-09 4.400846025879830898e-10 1.000000000000000000e+00
3.596369838178463268e-09 4.309507793937926295e-10 1.000000000000000000e+00
